Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Mimics Parade,1991,127 min,6.4,125,Comedy            ,malayalam
Jugnu,1947,-,7.5,81,"Drama, Musical, Romance            ",hindi
Gangchil,,-,-,-,Drama            ,bengali
 Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
Caravan,I 1944,-,-,-,-,hindi
Boys and Girls,2007,105 min,-,-,Romance            ,telugu
Aayirappara,1993,141 min,6,50,"Action, Comedy, Drama            ",malayalam
Kochadaiiyaan,2014,124 min,6.3,"4,803","Animation, Action, Adventure            ",tamil
Phool Sajya,1975,-,-,-,Drama            ,bengali
Guru Sarvabhowma Shri Raghavendra Karune,1980,-,-,-,-,kannada
Paaygoon,1983,-,-,-,-,marathi
Hukumnama,1996,-,-,-,"Action, Thriller            ",hindi
Kajer Manush,2009,-,6.3,6,Action            ,bengali
Nallavanukku Nallavan,1984,175 min,6.9,201,"Drama, Romance            ",tamil
Heirlooms,2018,-,-,-,Short            ,urdu
"Everest: The Mountain at the Millennium, Vol. 1",2003 Video,44 min,8,6,"Documentary, Short            ",nepali
Tu HI Mera Ganga,1999,-,-,-,Drama            ,hindi
Kantaar,2019,117 min,-,-,Drama            ,kashmiri
Shathru,1993,-,-,-,Action            ,hindi
Ghatak: Lethal,1996,158 min,7.4,"3,267","Action, Drama            ",hindi
The Chain and reality of a drug life,2017,23 min,-,-,"Short, Drama            ",malayalam
ABOOZ MON,1996,-,-,-,"Drama, Romance            ",bengali
Tujha Tu Majha Mi,2017,124 min,4.6,20,Drama            ,marathi
TuHiRe,2015,130 min,6.7,93,"Drama, Romance            ",marathi
Paandi Durai,1992,150 min,-,-,-,tamil
Anandam Paramanantham,1977,-,-,-,Drama            ,malayalam
Dhandora,1941,-,-,-,-,hindi
Dyavre,2013,-,-,-,Drama            ,kannada
Jai Jawaan Jai Kisaan,2015,100 min,5.2,28,"Biography, Drama, History            ",hindi
Devdas,II 2002,140 min,7.3,91,"Drama, Romance            ",bengali
 Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
Amar Prem,1948,-,8,39,Drama            ,hindi
Main Khudiram Bose Hun,2020,-,-,-,Biography            ,hindi
Aada Bomma,1988,-,-,-,-,telugu
3 Bahadur: The Revenge of Baba Balaam,2016,107 min,6.7,167,"Animation, Action, Adventure            ",urdu
Parijatak,1951,-,-,-,-,marathi
Zid,1994,129 min,4.9,17,"Drama, Romance            ",hindi
Oorukku Ubadesam,1984,169 min,6.7,6,-,tamil
Bandhuvulostunnaru Jagratha,1989,120 min,6.6,27,"Comedy, Drama            ",telugu
Santhoshathil Kalavaram,2018,130 min,7.1,9,"Horror, Thriller            ",tamil
Tharattu,1981,-,-,-,-,malayalam
Manasaare,2009,-,7.2,199,Drama            ,kannada
Aamdar Majya Kishat,2009,-,-,-,Drama            ,marathi
Masterji,1985,178 min,6.6,92,"Comedy, Drama            ",hindi
Andru Kanda Mugam,1968,164 min,6.4,5,-,tamil
Bangaru Bullodu,1993,-,7.4,91,"Action, Drama, Romance            ",telugu
M.Zaid Vlogs,2020– ,-,-,-,"Adventure, Comedy, Family            ",urdu
Ajinkya,2020,-,-,-,-,marathi
Taj Mahal,1995,156 min,6.8,16,Drama            ,telugu
Lucky Jokers,2011,-,4,10,Comedy            ,malayalam
Angry Babies in Love,2014,-,4.6,154,Comedy            ,malayalam
Trunk Call,1960,-,-,-,-,hindi
Perazhagi ISO,2019,108 min,4.5,21,"Comedy, Drama, Sci-Fi            ",tamil
My Story,1993,-,-,-,Romance            ,hindi
Ghar Ka Sukh,1987,94 min,6.6,11,"Drama, Family            ",hindi
Kaberi Antardhan,2021,-,-,-,Drama            ,bengali
Dance Dosti Aur Ishqool,2015,-,-,-,Romance            ,hindi
Awaara,1951,193 min,7.9,"3,739","Drama, Musical, Romance            ",hindi
C'est la vie!,I 2017,117 min,6.9,"9,736","Comedy, Drama, Romance            ",tamil
Vikramadithan,1962,-,-,-,-,tamil
Dalimbi,1982,-,-,-,Drama            ,marathi
Apoorvam Chilar,1991,123 min,6.3,24,"Comedy, Drama            ",malayalam
Jism Farosh,2005,127 min,-,-,"Action, Drama, Thriller            ",hindi
Dearth ...Life in Pandemic,2021,10 min,-,-,"Short, Drama            ",assamese
Autorsha,2018,133 min,5.7,83,Comedy            ,malayalam
Vicky Dada,1989,122 min,7.1,53,"Action, Crime            ",hindi
Mahapurusha,1985,135 min,-,-,-,kannada
Pedgaoche Shahane,1952,131 min,-,-,-,marathi
Thodashaas Thosa,1989,-,-,-,Drama            ,marathi
Agent 009,1980,-,-,-,Action            ,hindi
Sindhuri,2008,-,-,-,Drama            ,telugu
Raja Rani,1971,-,2,18,-,urdu
"#73, Shaanthi Nivaasa",2007,157 min,7.1,185,"Drama, Family, Musical            ",tulu
Alibaba and Forty-one Thieves,1975,-,6.2,11,Musical            ,malayalam
The Silent Heroes,2015,115 min,6.3,63,"Adventure, Drama, Family            ",hindi
Don 2,2011,148 min,7.1,"49,822","Action, Crime, Thriller            ",hindi
Sanghat,1999,-,-,-,Drama            ,assamese
Baidurya Rahasya,1985,-,7.3,17,Thriller            ,bengali
Kichamani M.B.A.,2007,-,2.8,81,Comedy            ,malayalam
Daya,1998,-,7.2,142,"Comedy, Drama, Fantasy            ",malayalam
Pennum Ponnum,1974,-,-,-,-,malayalam
Alakh Niranjan,1940,-,-,-,-,hindi
Sedu,2018,-,7.1,7,Thriller            ,kannada
Jesus Christ,2004 TV Movie,-,-,-,Biography            ,malayalam
 Mullah Nasruddin,1990– ,-,-,-,Comedy            ,urdu
Server Sundaram Gari Abbai,1995,-,4.2,5,Comedy            ,telugu
Anbukkarangal,1965,140 min,-,-,-,tamil
Suprovat,1976,-,-,-,Drama            ,bengali
Rakhta Charitra 2,2010,135 min,6.4,"2,540","Action, Biography, Crime            ",hindi
Zalim Jawani,1932,139 min,-,-,-,hindi
Rama Banam,1979,107 min,8.2,30,Drama            ,telugu
Shodh,1981,-,6.9,11,Drama            ,hindi
The Platform,I,-,-,-,"Crime, Horror, Thriller            ",hindi
Freshta,1979,-,-,-,Drama            ,urdu
Sthreehridayam,1960,-,-,-,-,malayalam
Aasmaan,1984,145 min,4.8,12,"Drama, Mystery            ",hindi
Gulfam,1961,-,-,-,"History, Romance            ",urdu
The Greed,2015 Video,10 min,-,-,"Short, Action, Crime            ",urdu
Yeh Aag Kab Bujhegi,1991,-,5.9,35,Drama            ,hindi
Black Yellow,2019,72 min,-,-,"Comedy, Crime, Drama            ",hindi
Bheegi Raat,1965,157 min,6.2,40,"Comedy, Drama, Romance            ",sanskrit
My Life: En Jeevane,2006 Video,-,-,-,"Short, Romance            ",malayalam
Happy Phirr Bhag Jayegi,2018,136 min,4.5,"1,231",Comedy            ,hindi
X-The Killer's Theory,,-,-,-,Thriller            ,hindi
Iniya,2009,-,-,-,Drama            ,kannada
Chhupa Rustam,1973,-,7.1,80,"Action, Thriller            ",hindi
Vikruthi,2019,123 min,7.4,"1,138",Comedy            ,malayalam
Ram Robert Rahim,1980,154 min,6.1,37,"Action, Comedy, Drama            ",telugu
4,2013,120 min,-,-,Drama            ,tamil
Dak Bangla,1947,-,-,-,"Drama, Family            ",hindi
Chaya Manush,2014,150 min,7.2,26,"Mystery, Thriller            ",bengali
Parichay,1972,145 min,7.5,818,"Drama, Family, Musical            ",hindi
Har Har Mahadev,1950,137 min,6.6,7,Fantasy            ,hindi
Runway,2004,-,6.7,576,"Action, Comedy, Thriller            ",malayalam
Shri Krishna Rukmini Satyabhama,1971,-,8.3,14,-,kannada
Maska,2018,-,6.6,27,"Comedy, Drama            ",marathi
Sargam,1995,-,7.7,64,Drama            ,urdu
Khoey Ho Tum Kahan,2001,130 min,7.8,49,"Drama, Thriller            ",urdu
Uranga Puli,2019,-,-,-,Drama            ,tamil
Mangalya Balam,1985,-,-,-,-,telugu
Leeyaanns,2018,-,-,-,Drama            ,malayalam
"Ready, Steady, No!",2019,-,7.8,49,Comedy            ,urdu
Satya 2,2013,142 min,5.9,930,"Action, Crime, Drama            ",tamil
 Mullah Nasruddin,1990– ,-,-,-,Comedy            ,urdu
Kandahar,2010,150 min,3.4,332,"Action, Drama            ",malayalam
Paribesh,1980,-,-,-,-,bengali
Shaheed Teetumeer,1969,-,-,-,"Biography, History            ",urdu
Parrot at the Milk Bar,2014,80 min,-,-,"Documentary, Drama            ",urdu
Indiramma,2003,-,-,-,Action            ,telugu
Pillalu Techina Challani Rajyam,1960,-,-,-,Drama            ,telugu
 Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
Bhakta Raghunath,1951,-,-,-,Drama            ,bengali
Pilla Nuvvu Leni Jeevitham,2014,160 min,6.1,306,"Action, Drama, Romance            ",telugu
Iruttu Araiyil Murattu Kuthu,2018,119 min,4.2,775,Horror            ,tamil
Nanu Ki Jaanu,2018,133 min,5.9,944,"Comedy, Drama, Horror            ",hindi
Samudra,I 2010,-,6.8,10,Drama            ,marathi
Rajrani Meera,1933,-,-,-,Drama            ,hindi
Naanu Nammudugi Kharchgond Mafia,,-,-,-,Crime            ,kannada
Sultana,1934,-,-,-,-,hindi
Gandhiji My Mentor,2016,97 min,7.6,28,"Drama, History            ",hindi
Jayam Kondaan,2008,145 min,6.3,223,"Action, Romance            ",tamil
Himmatwali,1947,-,-,-,-,hindi
Jonbai 2,2006,-,-,-,"Comedy, Drama, Musical            ",assamese
Jeevithasayam,1974,-,-,-,-,telugu
Vigynani,2014,-,-,-,Sci-Fi            ,tamil
Jallikattu,2019,95 min,7.5,"6,468","Action, Crime, Thriller            ",malayalam
Manthiran,2005,-,-,-,Drama            ,tamil
Town Bus,1955,-,-,-,-,tamil
Bharatheeyam,1997,-,4.1,16,-,malayalam
Yamla Jat,1940,-,6.6,5,-,punjabi
Mangai Maanvizhi Ambugal,2018,93 min,-,-,Romance            ,tamil
Chandra,I 1948,207 min,6.9,39,Drama            ,tamil
Kurdai Chu Ma,2019 Video,-,-,-,"Short, Family            ",nepali
Tope Ka Gola,1936,-,-,-,"Action, Crime            ",hindi
Krantiveera,1972,-,8,9,-,kannada
Hitech Students,2003,-,-,-,Romance            ,telugu
The Invisible Humans,2020,3 min,9.9,8,Short            ,malayalam
Y.M.I. Yeh Mera India,2008,137 min,7.7,904,"Crime, Drama, Thriller            ",hindi
Kuttichattan,1975,-,7.2,10,-,malayalam
Asurakulam,2018,120 min,-,-,Thriller            ,tamil
Aaranin Kaaval,2011,-,-,-,Drama            ,tamil
En Mana Vaanil,2002,-,5,26,"Comedy, Romance            ",tamil
Zimbo Shaher Mein,1960,136 min,5.4,5,Drama            ,hindi
The Notion,2018,13 min,7.6,9,"Short, Drama            ",malayalam
Laal Kabootar,2019,102 min,7.8,627,"Crime, Thriller            ",oriya
Mahabali,1983,123 min,6.6,5,-,malayalam
Rajaratha,2018,139 min,5.1,172,"Action, Adventure, Comedy            ",telugu
Deyyam,1996,86 min,6.4,181,Horror            ,telugu
Chhutir Phande,1975,-,6.6,22,Comedy            ,bengali
Anji,2004,148 min,5.9,559,"Action, Adventure, Drama            ",telugu
Twinkle Twinkle Little Star,2005,-,5.1,7,Fantasy            ,tamil
Chandamama Kathalu,2014,134 min,7.2,247,Drama            ,telugu
Billa,2007,130 min,7.2,"6,413","Action, Crime, Thriller            ",tamil
Sarkar 3,2017,130 min,4.9,"1,881","Action, Crime, Drama            ",hindi
Krishna Sudama,1945,-,-,-,-,hindi
Amma Ariyathe,2020– ,22 min,8.7,7,Drama            ,malayalam
Niramaala,1975,-,-,-,-,malayalam
Reshma Aur Shera,1971,158 min,6.8,203,"Drama, Musical, Romance            ",hindi
Jawaani Ki Khushbu,2001,-,-,-,Thriller            ,hindi
Agneepankh,2014,130 min,-,-,Drama            ,marathi
Mahaadev,1989,131 min,5.7,35,"Action, Drama            ",hindi
Bachaana,2016,101 min,6.5,764,"Action, Adventure, Comedy            ",oriya
Ek Chitthi Pyar Bhari,1985,139 min,6.6,14,Drama            ,hindi
Kaalam,1982,-,-,-,-,malayalam
Khooni Mahal,1998,-,-,-,Horror            ,hindi
Podaa Podi,2012,121 min,5.4,759,"Comedy, Romance            ",tamil
Sheen,2004,-,6.3,72,"Action, Drama            ",hindi
Fauji,1995,-,4.8,12,"Action, Crime, Drama            ",hindi
Kalathil Sandhippom,2021,138 min,6.4,473,"Drama, Sport            ",tamil
Vifreli Vaghan,1985,-,-,-,Drama            ,gujarati
Marichike,2003,106 min,-,-,Drama            ,kannada
Mooch,2015,143 min,-,-,Drama            ,tamil
Baghi Sipahi,1964,-,-,-,-,urdu
Baba Jani,2018– ,-,8.4,42,"Drama, Family, Romance            ",urdu
Haunted - 3D,2011,143 min,6.2,"2,109","Action, Fantasy, Horror            ",hindi
Chola,2019,120 min,5.5,281,"Drama, Thriller            ",malayalam
Aaj Ka Hindustan,1940,-,-,-,-,hindi
Badguman,1972,-,-,-,Drama            ,urdu
The Cure,VII 2019,4 min,-,-,"Short, Drama, Thriller            ",malayalam
Humdum,1984,-,-,-,-,hindi
Abida,1992,-,-,-,-,urdu
Bicchu,,120 min,-,-,"Action, Romance            ",bengali
Half Ticket,I 2016,112 min,7.9,202,"Drama, Family            ",marathi
Kishen Kanhaiya,1990,160 min,5.9,612,"Action, Comedy, Drama            ",hindi
Nain Preeto De,1995,-,-,-,"Action, Drama, Romance            ",punjabi
Rowdy Gari Pellam,1991,-,3.4,216,Drama            ,telugu
Saha September,2005,-,-,-,-,marathi
Ogo Bideshini,2011,-,-,-,Drama            ,bengali
Sinbad Jahazi,1952,-,4,8,Adventure            ,hindi
Kalathur Gramam,2017,142 min,6.3,32,"Action, Drama            ",tamil
Iniyoru Janmabhumi,2002,-,-,-,-,malayalam
Enakkaga Kaathiru,1981,-,-,-,-,tamil
Pyar Paap Nahin,1988,-,-,-,Romance            ,hindi
Gundello Godari,2013,108 min,4.7,219,"Adventure, Drama, Romance            ",telugu
Adhurs,2010,150 min,6.7,"2,351","Action, Comedy, Thriller            ",urdu
Ollathu Mathi,1967,-,-,-,-,malayalam
 Dirilis: Ertugrul,2014–2019,120 min,8.7,185,"Action, Adventure, Drama            ",urdu
Vadacurry,2014,131 min,5.3,475,"Comedy, Thriller            ",tamil
Zeenat,1945,-,6.8,15,"Comedy, Drama            ",oriya
Mumbaicha Jawai,1971,-,-,-,Family            ,marathi
Bakor Putek,2012,140 min,6.5,10,Comedy            ,assamese
Mama Jee,1964,-,-,-,-,punjabi
Zamana 420,1996,-,-,-,Action            ,urdu
Edu Kondalaswamy,1991,-,9,5,"Drama, Musical            ",telugu
Full & Final,2013,150 min,5.7,26,"Action, Drama            ",bengali
Mera Qasoor Kya Hai,1964,-,6.2,13,Drama            ,hindi
Mere Data Garib Nawaz,1994,-,-,-,Drama            ,hindi
Prashna Parihara Shala,2019,125 min,3.7,10,"Action, Drama            ",malayalam
Gemini,IV 2017,133 min,5.3,26,Drama            ,malayalam
Dak Bangla,1974,-,-,-,Drama            ,hindi
Poshter Boyz,2014,135 min,7.2,236,Comedy            ,marathi
Lajo,,-,-,-,Drama            ,hindi
Do Auraten,1937,-,-,-,-,hindi
Ramkudi Jhamkudi,1988,-,-,-,Romance            ,rajastani
Nirangal,2016,15 min,-,-,"Short, Drama            ",malayalam
Real Champions,,-,-,-,Drama            ,hindi
Hindustan Hamara,1940,136 min,-,-,-,hindi
Jawai Vikat Ghene Haye,1973,-,-,-,Family            ,marathi
Destination Zindagi,2021,78 min,-,-,Drama            ,hindi
Aflatoon,1997,153 min,4.6,"1,245","Action, Comedy, Crime            ",hindi
Film Woh,2017,105 min,-,-,"Comedy, Drama, Family            ",hindi
Rupaayi,,-,-,-,"Action, Comedy, Drama            ",kannada
Jaan Se Badhkar,1991,-,-,-,Drama            ,hindi
Genadeloos 2: Amber,2020,-,-,-,Action            ,tamil
Punjab Nahi Jaungi,2017,159 min,7.3,"2,249","Comedy, Romance            ",oriya
Mariakutty,1958,-,-,-,-,malayalam
My Boyfriend's Girlfriend,2020,130 min,-,-,Romance            ,telugu
Lakshadhikari,1963,157 min,-,-,Drama            ,telugu
Aandhi Toofan,2012,158 min,-,-,"Drama, Action            ",bhojpuri
Vasantha Mullai,,-,-,-,Thriller            ,tamil
Mayoora Nritham,1996,-,6.9,18,-,malayalam
Laajo,1983,-,7.2,5,"Action, Crime, Drama            ",punjabi
Sound Party,2004,132 min,-,-,Drama            ,tamil
Lukan Michi,2019,90 min,4.7,54,"Comedy, Drama, Romance            ",punjabi
Kalicharan 1988,1988,-,-,-,Crime            ,tamil
Usha Kiron,1952,-,-,-,-,hindi
Rocky,III 2008,-,7.2,66,Romance            ,kannada
Gutiloni rama chilaka,1980,141 min,-,-,Drama            ,telugu
Panjaban -Love Rules Hearts,2010,153 min,5.2,16,Drama            ,punjabi
1888,II,-,-,-,"Drama, Thriller            ",kannada
Prabhu Ka Ghar,1945,-,-,-,-,hindi
Vargam,2006,142 min,6.1,128,"Action, Crime            ",malayalam
Pudhusa Pootha Rosa,1994,129 min,-,-,Drama            ,tamil
Challani Needa,1968,112 min,-,-,Drama            ,telugu
Supari Surya,2016,142 min,-,-,Drama            ,kannada
Coronavirus,II 2020,83 min,6,29,Drama            ,telugu
Nateeja,1969,120 min,4.9,7,"Action, Drama            ",hindi
Suicide Club,I 2021,-,-,-,-,telugu
Satyabhama,1942,183 min,-,-,"Musical, Drama            ",telugu
Take the Lead,2009,-,-,-,"Short, Drama            ",nepali
 Madam Secretary,2014–2019,43 min,7.6,282,Drama            ,nepali
Aahuti,1950,-,-,-,-,hindi
Dadagiri,2007,-,-,-,Drama            ,kannada
Ner Ethir,2014,-,7,11,-,tamil
Usko,2014,-,-,-,Comedy            ,telugu
Suvarna Sethuve,1982,122 min,-,-,-,kannada
Abhimanyu,II 2006,-,5.3,14,Action            ,bengali
Naandi,1964,162 min,8.3,31,-,kannada
Main Tera Aashiq,1994,-,-,-,Romance            ,hindi
Jonbai 4,2008,-,-,-,"Drama, Musical            ",assamese
Nirvana,1983,-,-,-,Drama            ,hindi
Jagathala Prathapan,1961,-,-,-,-,tamil
Aasmaan Se Gira,1992,88 min,6.9,52,"Adventure, Comedy, Romance            ",hindi
Googly,2013,136 min,7.4,"2,260","Comedy, Romance            ",kannada
Vijaypath Ek Mission,2005,-,-,-,Action            ,hindi
Bambai Ki Billi,1936,170 min,-,-,"Crime, Drama            ",hindi
Penne Nee Vazhga,1967,-,-,-,-,tamil
Mittar Pyare Nu,1975,-,-,-,Drama            ,punjabi
Futo,2019,70 min,-,-,Drama            ,bengali
Az Madina Ta Madina,2014 Video,35 min,-,-,"Short, Musical            ",urdu
Raakhandar,1982,-,-,-,Drama            ,marathi
Ardhangini,,-,-,-,Drama            ,bengali
Cheliya Cheliya Chiru Kopama,2002,-,-,-,Romance            ,telugu
Payal,1957,-,6.1,7,"Drama, Family            ",hindi
Parwareshghah,2019,90 min,6.6,548,Drama            ,urdu
Laheri Jeewan,1941,-,-,-,-,hindi
Billa 2,2012,129 min,6.2,"10,251","Action, Crime, Thriller            ",tamil
Abhisarika,1990,-,-,-,-,telugu
Rajmohol,2005,-,6.7,39,"Horror, Mystery, Thriller            ",bengali
Songsar,1968,-,-,-,Drama            ,bengali
Towers of Silence,1975,54 min,7.1,38,Drama            ,oriya
Qila,1998,133 min,5.1,108,"Drama, Family, Music            ",hindi
Most Eligible Bachelor,2021,170 min,-,-,Romance            ,telugu
Ram Lakhan,1989,174 min,6.8,"2,355","Action, Comedy, Drama            ",hindi
Chai Time Aka Tea Time,2005–2006,40 min,-,-,Talk-Show            ,urdu
Balupu,2013,145 min,6.1,"1,107","Action, Comedy            ",telugu
Bulbule,2014,119 min,7.8,25,Comedy            ,hindi
Chana o Muktijuddho,2009,70 min,-,-,"Drama, War            ",bengali
Playboy,1978,-,7.7,7,Musical            ,urdu
Ilayaval Gayathri,2018– ,23 min,-,-,Drama            ,malayalam
Ayat,2019,150 min,-,-,History            ,bengali
Pinda Vicho Pinda Sunida,2016,-,-,-,Drama            ,punjabi
Ennum Nanmakal,1991,131 min,6.6,48,Drama            ,malayalam
Aagman,1982,-,4.8,8,Drama            ,hindi
Vamsa Vruksham,1980,-,7,33,Drama            ,malayalam
The Chase,II 2021,-,-,-,Thriller            ,malayalam
Hind Ki Beti,1996,-,-,-,Action            ,hindi
22 Days Till The End,,90 min,-,-,Documentary            ,urdu
Chamak Chandni,1957,-,-,-,Action            ,hindi
Kinare Kinare,1963,111 min,7.1,46,"Drama, Romance            ",urdu
Thoppil Joppan,2016,129 min,5.7,"2,005","Comedy, Drama            ",malayalam
Gundairaj,2010,-,-,-,Action            ,bhojpuri
Priti the dark shadow of society,2021,101 min,-,-,Family            ,hindi
Gangubai Kathiawadi,2021,-,-,-,"Biography, Crime, Drama            ",hindi
Joymakali Boarding,1955,-,-,-,-,bengali
Mighty Raju,2015,60 min,3.3,19,"Animation, Action, Sci-Fi            ",telugu
Reinventing the Taliban?,2004 TV Movie,54 min,-,-,Documentary            ,urdu
Duratta,2006,95 min,8.2,77,Drama            ,bengali
Kakkakum Poochakkum Kalyanam,1995,153 min,5.2,50,"Comedy, Romance            ",malayalam
Hear Our Voices,2011,25 min,6,9,"Documentary, Short            ",urdu
Chor Bazar,1954,127 min,5.9,23,"Action, Drama            ",hindi
